[2025-04-02 03:50:29,960][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:34,743][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:34,773][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,323][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,388][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,490][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,531][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,636][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,672][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,778][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,841][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,949][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:35,981][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:36,082][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:36,136][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:36,252][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:36,279][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,136][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,201][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,269][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,352][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,379][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,469][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,573][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,607][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,680][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,760][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,867][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,908][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:38,992][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,094][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,179][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,256][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,333][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,414][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,505][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,603][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,647][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,695][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,732][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:39,821][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,325][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,402][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,484][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,558][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,630][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,713][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,802][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,897][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:41,991][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:42,065][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:42,141][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:42,488][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:42,526][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:42,577][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,195][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,277][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,383][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,409][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,500][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,621][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,680][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:43,773][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,531][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,571][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,640][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,734][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,762][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,810][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,917][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:44,972][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,027][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,071][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,110][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,176][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,253][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,346][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,373][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,461][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,486][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,509][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,543][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,604][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,640][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,731][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,835][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,875][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:45,941][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,298][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,339][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,367][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,390][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,416][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,442][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,463][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,500][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,524][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,553][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,596][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,620][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,656][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,712][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,743][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,773][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,807][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,843][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,871][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,905][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,935][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:46,965][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:47,007][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:47,042][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:47,059][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:47,225][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,360][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,428][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,481][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,578][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,630][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,705][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,758][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,858][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:48,935][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,034][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,104][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,171][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,208][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,327][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,363][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,455][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,553][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:49,637][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,198][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,238][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,340][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,452][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,498][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,631][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,690][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,773][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,856][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:50,934][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,029][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,133][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,175][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,194][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,518][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,580][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,648][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,680][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,721][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:51,762][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,533][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,645][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,670][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,771][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,801][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,914][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:52,949][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:53,018][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:53,093][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:53,204][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
[2025-04-02 03:50:53,251][httpx][INFO] - HTTP Request: POST http://127.0.0.1:11434/api/embeddings "HTTP/1.1 200 OK"
